Year,FAMILY INTERVIEW (ID) NUMBER,AMOUNT CREDIT/STORE CARD DEBT,AMT INVESTED IN STOCKS ,TOTAL FAMILY INCOM, COMPLETED ED
2019,NA,NA,NA,NA,NA
2019,2949,0,0,38000,14
2019,2997,0,0,241080,9
2019,3123,3000,0,25000,17
2019,2910,0,11500,94000,16
2019,3250,0,0,95000,13
2019,3138,0,0,142100,13
2019,3181,4000,0,85672,16
2019,3290,0,0,125020,13
2019,3379,0,0,110739,17
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,1195,5500,12000,115050,16
2019,1082,10000,0,50260,15
2019,5215,200,0,12000,14
2019,8432,0,999999998,186836,17
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,6820,0,0,60040,14
2019,9506,0,0,202010,17
2019,6211,1000,0,30880,17
2019,5510,0,0,190000,16
2019,6424,0,0,56400,15
2019,9281,550,0,56010,16
2019,6140,5000,0,193806,16
2019,6146,0,100,154100,16
2019,NA,NA,NA,NA,NA
2019,7381,0,0,30008,8
2019,6001,0,0,18980,12
2019,NA,NA,NA,NA,NA
2019,5487,0,0,25000,11
2019,7582,20000,0,89000,13
2019,NA,NA,NA,NA,NA
2019,7387,0,0,22000,12
2019,NA,NA,NA,NA,NA
2019,7035,0,0,24000,12
2019,6847,0,0,40000,13
2019,7042,0,0,42000,11
2019,8039,0,0,34840,11
2019,7191,0,0,77000,12
2019,6701,0,0,58252,14
2019,NA,NA,NA,NA,NA
2019,3827,0,0,48000,16
2019,NA,NA,NA,NA,NA
2019,3555,0,0,141030,16
2019,3697,0,0,102000,12
2019,NA,NA,NA,NA,NA
2019,1095,0,0,12600,17
2019,6499,5000,0,54500,14
2019,7881,0,0,3300,12
2019,6817,0,0,61600,12
2019,9078,0,0,47164,13
2019,9103,0,0,1200,99
2019,4042,0,0,42815,10
2019,NA,NA,NA,NA,NA
2019,4339,1300,0,43000,13
2019,4332,0,0,25605,99
2019,4373,1500,0,66802,12
2019,5827,0,0,32860,13
2019,NA,NA,NA,NA,NA
2019,6530,0,0,31040,16
2019,7447,0,0,30000,12
2019,5167,0,0,6000,12
2019,NA,NA,NA,NA,NA
2019,41,0,0,12257,12
2019,NA,NA,NA,NA,NA
2019,1169,2000,0,25000,15
2019,1105,0,0,54414,12
2019,1121,0,0,80280,12
2019,524,0,0,176050,12
2019,NA,NA,NA,NA,NA
2019,2492,0,0,1730,5
2019,1557,0,0,51100,12
2019,9115,0,0,200500,17
2019,1019,0,0,72000,16
2019,198,0,0,365100,16
2019,NA,NA,NA,NA,NA
2019,571,35000,0,126000,12
2019,983,0,0,25000,15
2019,814,0,0,285000,16
2019,843,0,0,70000,16
2019,1073,0,0,207050,17
2019,6328,0,0,88000,17
2019,6175,0,0,40028,16
2019,9329,0,0,330000,17
2019,1301,0,0,32785,16
2019,496,0,0,700800,16
2019,2755,10000,15,81000,12
2019,1916,0,0,54000,13
2019,372,0,0,18268,16
2019,1244,0,0,300500,17
2019,1205,300,0,30633,13
2019,2375,0,0,46600,16
2019,549,0,0,42000,14
2019,1239,0,0,25400,9
2019,5707,0,0,87006,17
2019,NA,NA,NA,NA,NA
2019,7696,0,0,45000,17
2019,7028,0,0,23400,4
2019,2801,800,0,22081,14
2019,1233,11000,0,109500,16
2019,586,0,0,100000,16
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,4405,0,0,39804,8
2019,3361,2000,0,108672,16
2019,2925,7000,15000,125475,16
2019,1302,0,0,72000,12
2019,1230,0,0,43339,12
2019,1132,0,0,25000,12
2019,NA,NA,NA,NA,NA
2019,184,800,0,38025,16
2019,276,600,0,60001,16
2019,NA,NA,NA,NA,NA
2019,7048,0,0,61896,16
2019,7386,0,0,89526,16
2019,NA,NA,NA,NA,NA
2019,5221,8000,0,73000,17
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,1331,0,0,12020,13
2019,839,3500,0,42000,16
2019,2312,5000,0,87050,16
2019,4081,5000,0,59320,12
2019,4220,600,0,23048,12
2019,4486,0,0,21264,5
2019,4235,0,0,133840,12
2019,NA,NA,NA,NA,NA
2019,2779,0,0,70000,11
2019,2740,0,0,41000,99
2019,1505,20000,0,31528,6
2019,1806,6000,0,46128,12
2019,2549,5000,0,220600,16
2019,786,20000,0,130000,16
2019,860,5000,0,240100,16
2019,4242,1000,0,8151,12
2019,4465,0,0,60007,14
2019,1322,0,0,9000,16
2019,699,4000,0,45900,17
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,9590,11000,4000,148050,16
2019,4657,0,0,38000,16
2019,6114,5000,0,32000,17
2019,NA,NA,NA,NA,NA
2019,5294,1000,0,80000,12
2019,7253,0,0,18180,7
2019,NA,NA,NA,NA,NA
2019,8863,0,0,27829,6
2019,7023,6000,0,25000,15
2019,7088,10000,0,31000,12
2019,8884,700,0,65200,12
2019,NA,NA,NA,NA,NA
2019,4367,0,0,71580,16
2019,NA,NA,NA,NA,NA
2019,9243,30000,0,14000,7
2019,8569,17000,0,31000,12
2019,2461,0,0,14172,12
2019,NA,NA,NA,NA,NA
2019,1551,0,0,52050,13
2019,1385,600,0,40000,10
2019,1456,5000,0,31500,14
2019,958,0,0,173000,17
2019,246,0,50000,206100,17
2019,167,0,150000,289100,16
2019,NA,NA,NA,NA,NA
2019,2170,0,0,77480,12
2019,2676,15000,0,170000,17
2019,NA,NA,NA,NA,NA
2019,2540,0,0,17132,11
2019,2610,0,0,48100,14
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,306,0,0,19824,12
2019,9540,7000,0,65000,14
2019,2205,2000,0,191200,14
2019,2526,15000,0,145520,16
2019,2135,8000,0,157327,14
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,4390,0,0,30600,12
2019,2576,0,0,35120,16
2019,NA,NA,NA,NA,NA
2019,4165,0,0,20000,12
2019,4387,1500,0,20000,17
2019,4305,7000,0,199000,12
2019,4407,4000,0,117000,16
2019,1337,0,0,76074,14
2019,NA,NA,NA,NA,NA
2019,3835,5000,0,80000,13
2019,3721,20000,0,52044,13
2019,3699,3000,0,52196,99
2019,3710,15000,0,45000,12
2019,3191,0,0,24096,9
2019,NA,NA,NA,NA,NA
2019,2468,0,10000,175800,16
2019,1442,0,150000,107900,16
2019,1786,0,0,87000,16
2019,1281,0,999999998,165800,16
2019,1068,0,30000,230220,16
2019,187,0,0,90000,16
2019,2683,0,0,38290,17
2019,3627,800,0,46000,12
2019,NA,NA,NA,NA,NA
2019,3686,0,0,45000,16
2019,3747,1000,0,58000,17
2019,2099,0,0,50542,3
2019,2311,0,0,141100,11
2019,2477,0,0,80800,15
2019,2093,0,0,65100,12
2019,1616,200,0,40000,99
2019,179,0,0,185200,17
2019,NA,NA,NA,NA,NA
2019,2267,0,0,50020,12
2019,1625,0,0,54300,12
2019,2841,0,0,7000,11
2019,1416,0,0,52000,11
2019,2786,0,0,2000,11
2019,3783,970,0,86916,12
2019,3847,0,0,75030,16
2019,3815,0,0,98650,16
2019,624,0,0,10240,12
2019,1141,0,0,30000,12
2019,953,0,0,92831,17
2019,2775,0,100000,663688,17
2019,2634,0,0,325010,17
2019,NA,NA,NA,NA,NA
2019,1623,0,0,225000,16
2019,NA,NA,NA,NA,NA
2019,2185,0,0,209000,14
2019,9040,0,0,45000,14
2019,4417,0,0,20140,16
2019,4004,4000,0,130000,16
2019,4097,0,0,96840,12
2019,2166,0,0,205800,17
2019,2306,0,0,77050,16
2019,2680,0,0,5000,4
2019,2883,0,0,58400,8
2019,8764,0,0,141183,14
2019,8154,0,0,54000,12
2019,NA,NA,NA,NA,NA
2019,2568,0,0,58000,15
2019,NA,NA,NA,NA,NA
2019,1795,3000,0,4692,17
2019,NA,NA,NA,NA,NA
2019,2471,4500,0,170480,16
2019,NA,NA,NA,NA,NA
2019,5633,40000,0,340800,14
2019,852,0,0,70600,14
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,804,0,999999999,79000,17
2019,603,0,0,165800,17
2019,1516,0,0,149536,16
2019,2395,0,0,38642,16
2019,2286,0,0,170072,17
2019,NA,NA,NA,NA,NA
2019,2652,11000,0,170300,16
2019,2182,5000,0,147532,17
2019,1183,25000,0,180970,17
2019,778,0,0,65000,16
2019,3433,9999999,0,63000,16
2019,4411,3000,0,40000,16
2019,3964,0,0,41000,12
2019,4206,0,0,40000,12
2019,3668,2000,0,12000,3
2019,3670,0,0,41000,11
2019,3462,0,0,100000,16
2019,2750,0,0,39000,9
2019,3360,0,0,47640,9
2019,3210,10000,0,35000,12
2019,1201,0,0,121000,7
2019,69,0,0,4652,12
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,4413,0,0,52888,12
2019,7565,0,0,16900,6
2019,NA,NA,NA,NA,NA
2019,7498,0,0,52000,6
2019,3941,0,0,67090,12
2019,3981,0,0,90000,16
2019,4380,0,0,226000,14
2019,257,0,0,49700,16
2019,3483,0,250000,289000,17
2019,NA,NA,NA,NA,NA
2019,3854,0,0,170100,17
2019,NA,NA,NA,NA,NA
2019,1504,0,0,18600,17
2019,2797,0,0,184680,17
2019,1830,0,0,148035,17
2019,1883,0,0,265550,17
2019,3522,0,0,98800,17
2019,1253,0,0,36400,9
2019,667,0,0,29600,12
2019,1240,0,0,32200,2
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,4967,8000,0,73000,17
2019,8557,0,0,60000,9
2019,8801,6000,0,6559,12
2019,8743,0,0,70200,14
2019,8337,0,0,75400,12
2019,NA,NA,NA,NA,NA
2019,3320,0,0,120000,12
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,2210,0,0,56000,8
2019,2505,0,0,45000,12
2019,1917,0,0,7000,13
2019,1468,2500,0,56000,12
2019,2348,0,0,39300,10
2019,NA,NA,NA,NA,NA
2019,2022,12000,0,84309,11
2019,2640,7000,0,122520,14
2019,4299,0,40000,152226,15
2019,NA,NA,NA,NA,NA
2019,4416,0,0,181630,13
2019,961,0,0,158280,12
2019,645,0,0,32000,16
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,3666,0,0,23000,12
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,3786,30000,0,74000,16
2019,1138,0,0,0,11
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,2057,0,0,63192,12
2019,NA,NA,NA,NA,NA
2019,2423,0,0,132819,17
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,5723,0,0,100000,12
2019,1023,9000,0,121150,17
2019,892,0,0,85102,14
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,764,0,0,69560,12
2019,NA,NA,NA,NA,NA
2019,6154,0,0,57068,14
2019,3397,0,0,9600,6
2019,3287,0,0,74000,12
2019,3387,528,0,36000,14
2019,3362,0,0,74675,12
2019,3418,0,0,69020,10
2019,2915,0,0,20000,15
2019,8681,0,0,7256,12
2019,8026,0,0,12000,99
2019,8727,2000,0,64200,9
2019,2216,0,0,24317,12
2019,2055,0,0,32500,6
2019,NA,NA,NA,NA,NA
2019,1981,0,0,47000,11
2019,2320,0,0,40520,10
2019,2278,25000,0,91050,16
2019,NA,NA,NA,NA,NA
2019,9297,0,0,3325,12
2019,3423,0,0,113804,17
2019,4389,5000,0,64250,13
2019,4298,2000,0,72100,15
2019,4322,4000,0,65401,17
2019,NA,NA,NA,NA,NA
2019,4792,0,0,98005,15
2019,6894,0,0,38000,16
2019,5464,6000,0,24000,14
2019,2702,0,0,0,0
2019,5096,2500,0,104600,8
2019,NA,NA,NA,NA,NA
2019,6939,4300,0,85792,6
2019,8323,0,0,58000,11
2019,8665,0,0,53000,12
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,7763,0,0,0,8
2019,4957,0,0,61000,12
2019,9347,0,0,55000,12
2019,9023,0,0,30000,11
2019,NA,NA,NA,NA,NA
2019,7536,0,0,38200,6
2019,8872,0,0,26300,12
2019,8386,0,0,120500,16
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,3732,0,0,0,2
2019,3812,100,0,143400,12
2019,1231,0,0,9504,9
2019,2356,0,0,9838,0
2019,2175,5000,0,76000,12
2019,2668,0,0,17480,6
2019,2863,2000,0,50100,14
2019,1440,0,0,56180,12
2019,1885,0,0,52932,14
2019,2246,6000,0,43065,14
2019,1597,0,0,100495,10
2019,2733,0,0,0,12
2019,1091,0,0,8544,6
2019,NA,NA,NA,NA,NA
2019,922,0,0,115760,15
2019,4207,5000,0,207000,9
2019,NA,NA,NA,NA,NA
2019,4469,4000,0,44700,13
2019,7360,0,0,53330,6
2019,7350,0,0,59916,12
2019,NA,NA,NA,NA,NA
2019,882,0,0,54090,12
2019,460,4400,0,31150,12
2019,239,0,0,8450,12
2019,1159,2500,0,23000,13
2019,7319,0,0,27600,6
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,2376,50000,0,165000,14
2019,3625,0,0,80000,3
2019,3772,0,0,158100,12
2019,NA,NA,NA,NA,NA
2019,7192,5000,0,36600,16
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,5593,3000,0,211000,16
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,7494,0,0,132000,6
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,893,0,0,140000,17
2019,2697,30000,0,257848,16
2019,3648,0,0,48640,14
2019,3499,1000,0,85800,13
2019,3729,0,0,67000,12
2019,1274,0,0,11328,3
2019,3642,1000,0,65000,6
2019,3509,0,0,53000,14
2019,3748,0,0,35300,16
2019,3665,500,0,21800,3
2019,NA,NA,NA,NA,NA
2019,8780,0,0,63643,5
2019,NA,NA,NA,NA,NA
2019,6722,8000,0,47000,13
2019,NA,NA,NA,NA,NA
2019,9412,1000,0,18600,12
2019,7333,26000,0,98000,12
2019,4447,0,0,29030,17
2019,4154,0,0,0,6
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,4008,9000,0,35000,13
2019,3924,0,0,51000,14
2019,4301,0,0,29620,15
2019,4138,0,0,46800,16
2019,NA,NA,NA,NA,NA
2019,2684,0,0,410000,16
2019,2712,0,0,23000,16
2019,3816,0,0,40500,6
2019,NA,NA,NA,NA,NA
2019,3450,0,0,39923,99
2019,2363,0,0,85000,8
2019,1933,0,0,45500,99
2019,NA,NA,NA,NA,NA
2019,1343,0,0,94000,5
2019,3626,0,0,27800,6
2019,NA,NA,NA,NA,NA
2019,3616,6000,0,128000,17
2019,3719,0,0,19500,8
2019,3865,0,0,25800,15
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,2274,0,0,5588,0
2019,2058,5000,0,52000,15
2019,2046,0,0,90000,12
2019,3628,0,0,61733,6
2019,3738,3000,0,28425,17
2019,NA,NA,NA,NA,NA
2019,3636,0,0,38000,13
2019,3746,0,0,68000,11
2019,3752,0,0,86000,12
2019,NA,NA,NA,NA,NA
2019,3547,0,0,200000,12
2019,2632,0,0,11000,8
2019,2542,3000,0,99100,11
2019,1882,10000,0,36000,12
2019,NA,NA,NA,NA,NA
2019,2617,800,0,74100,13
2019,2762,0,0,68009,11
2019,7029,1000,0,42000,0
2019,8980,0,0,49000,12
2019,4779,200,0,54100,10
2019,6457,0,0,36000,12
2019,8997,0,0,62000,13
2019,7772,0,0,79040,14
2019,7969,0,0,20000,17
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,9006,0,0,74000,10
2019,7128,60000,0,118000,16
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,8421,0,0,7904,8
2019,3667,0,0,0,9
2019,3583,0,0,50050,16
2019,3744,0,0,74718,14
2019,1208,0,0,86000,6
2019,9272,10000,0,54200,6
2019,NA,NA,NA,NA,NA
2019,7547,0,0,39050,15
2019,4824,1423,0,56100,12
2019,NA,NA,NA,NA,NA
2019,8159,0,0,57538,16
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,1286,0,0,30018,3
2019,NA,NA,NA,NA,NA
2019,600,0,0,71000,6
2019,2147,0,0,50000,6
2019,2450,0,0,44000,12
2019,1682,0,0,66000,14
2019,1072,7000,0,90500,14
2019,2249,0,0,199100,17
2019,8755,0,0,52800,2
2019,7605,0,0,20000,11
2019,NA,NA,NA,NA,NA
2019,2339,400,0,41000,12
2019,2070,500,0,40484,11
2019,1601,10000,0,95402,14
2019,1777,0,0,115310,12
2019,7304,0,0,25378,0
2019,4623,0,0,27130,11
2019,7413,800,0,69377,16
2019,9372,0,0,112820,12
2019,NA,NA,NA,NA,NA
2019,1097,0,0,24280,6
2019,NA,NA,NA,NA,NA
2019,593,0,0,38000,16
2019,756,0,0,81432,15
2019,NA,NA,NA,NA,NA
2019,2451,3000,0,62400,6
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,1482,13000,0,96500,11
2019,5985,4500,0,102000,16
2019,4493,0,0,65146,6
2019,4071,0,0,52000,12
2019,4227,0,0,8028,11
2019,2288,8000,0,116800,12
2019,2124,0,0,9000,11
2019,1919,0,0,25392,10
2019,1898,90,0,29000,15
2019,1855,28000,0,186200,14
2019,2150,25000,0,51324,12
2019,2782,15000,0,39000,12
2019,2156,0,0,7700,12
2019,2081,0,0,18000,12
2019,2016,0,0,99000,12
2019,7916,0,0,129118,14
2019,NA,NA,NA,NA,NA
2019,4434,90000,0,275100,16
2019,9432,0,0,68724,0
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,1689,900,0,26940,12
2019,2825,0,0,35000,12
2019,2370,0,0,14000,12
2019,1715,900,0,10500,12
2019,7810,0,0,45000,14
2019,NA,NA,NA,NA,NA
2019,9482,0,0,17100,11
2019,7930,20000,0,56000,16
2019,NA,NA,NA,NA,NA
2019,9586,0,0,84600,9
2019,9408,40000,0,56000,13
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,9207,0,0,178010,16
2019,7255,0,0,1052,3
2019,7428,0,0,24600,9
2019,7348,0,0,39008,1
2019,5435,2000,0,85000,14
2019,NA,NA,NA,NA,NA
2019,7075,0,0,60000,13
2019,8144,0,0,167397,16
2019,1282,15000,0,45000,12
2019,1216,0,165000,180150,16
2019,1255,0,0,22000,12
2019,897,8000,0,115000,12
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,2577,0,0,147600,9
2019,2138,0,0,9720,9
2019,3332,0,0,18814,12
2019,1356,9999999,0,19160,12
2019,2412,1000,0,45320,16
2019,2114,0,0,50000,10
2019,3585,0,100000,439000,16
2019,3570,0,20000,176618,16
2019,3524,0,0,83000,16
2019,2195,0,0,1950,0
2019,2881,0,0,72050,14
2019,2108,6000,0,122000,12
2019,2207,0,0,50800,11
2019,NA,NA,NA,NA,NA
2019,604,0,0,136660,12
2019,1969,0,0,260060,17
2019,2703,0,0,18000,17
2019,100,9000,0,45000,16
2019,329,0,0,239002,16
2019,8934,0,0,216000,16
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,7267,0,0,3600,12
2019,NA,NA,NA,NA,NA
2019,9152,1000,0,143016,15
2019,9262,5000,0,46050,17
2019,6280,30000,0,147020,12
2019,9473,0,0,51390,12
2019,1498,0,0,950,16
2019,2435,1600,0,63000,12
2019,NA,NA,NA,NA,NA
2019,830,400,0,162515,17
2019,480,12000,0,195200,16
2019,910,1000,0,231880,16
2019,730,0,0,85000,17
2019,1168,0,0,192,15
2019,2615,800,0,59200,12
2019,1663,11000,0,87906,17
2019,1470,2000,0,75500,13
2019,1109,0,0,63300,17
2019,25,0,0,6656,12
2019,8819,5000,0,99000,6
2019,8897,0,0,22450,14
2019,7389,23000,0,102000,14
2019,6990,8000,0,35800,12
2019,8586,2000,0,113400,16
2019,5111,0,0,45000,13
2019,8246,0,0,44480,9
2019,9539,3500,0,124100,16
2019,7884,3000,0,32000,12
2019,2336,0,0,12336,16
2019,992,20000,0,111000,11
2019,731,15000,0,85000,16
2019,1122,15000,0,159202,12
2019,488,0,0,190638,17
2019,NA,NA,NA,NA,NA
2019,4246,0,0,39600,16
2019,NA,NA,NA,NA,NA
2019,4144,30000,0,215000,15
2019,4460,25000,0,176500,15
2019,8828,1800,0,35932,12
2019,NA,NA,NA,NA,NA
2019,9271,5000,0,78800,14
2019,7956,0,0,40800,12
2019,8611,0,0,200500,17
2019,7873,0,0,27620,12
2019,8847,0,0,28052,12
2019,NA,NA,NA,NA,NA
2019,6495,0,0,1000,12
2019,9576,0,0,11100,0
2019,9526,0,0,35300,17
2019,3395,1000,0,37000,6
2019,3296,0,0,27500,7
2019,3044,0,0,51000,11
2019,4197,0,0,9880,0
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,4441,0,0,0,12
2019,NA,NA,NA,NA,NA
2019,3952,0,0,96080,9
2019,214,0,0,71000,16
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,3600,0,0,86250,17
2019,3603,5000,120000,191000,16
2019,3576,7000,0,35394,17
2019,2482,5000,0,111000,12
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,2338,3000,0,36200,8
2019,4241,9999999,0,38000,12
2019,NA,NA,NA,NA,NA
2019,3905,300,0,45050,16
2019,4379,0,0,101184,12
2019,4051,0,0,78000,12
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,5170,0,0,80300,12
2019,5257,0,0,80400,12
2019,NA,NA,NA,NA,NA
2019,2136,0,0,51800,16
2019,1638,13000,0,53908,17
2019,2283,5000,0,63100,15
2019,NA,NA,NA,NA,NA
2019,2039,0,0,9100,99
2019,1852,0,0,52000,12
2019,NA,NA,NA,NA,NA
2019,2068,0,0,17048,6
2019,2381,3500,0,46080,15
2019,1422,2000,0,32000,12
2019,4497,0,0,222000,17
2019,9087,0,0,0,0
2019,8680,0,0,30000,6
2019,9102,0,0,51,12
2019,NA,NA,NA,NA,NA
2019,6234,500,0,26879,12
2019,7645,0,0,17376,8
2019,6475,1000,0,38300,15
2019,4922,0,0,100000,16
2019,NA,NA,NA,NA,NA
2019,7188,3000,0,62000,16
2019,6918,0,0,9600,3
2019,9489,0,0,95000,15
2019,NA,NA,NA,NA,NA
2019,7408,25000,0,24432,6
2019,5173,0,0,10400,15
2019,NA,NA,NA,NA,NA
2019,3632,0,0,39600,3
2019,3725,4500,0,109000,11
2019,3799,250,0,4200,5
2019,3456,0,0,15200,16
2019,NA,NA,NA,NA,NA
2019,3477,250,0,78000,14
2019,3464,6000,0,27898,11
2019,NA,NA,NA,NA,NA
2019,4205,600,0,52990,6
2019,4119,13000,0,80000,17
2019,4429,2000,0,60000,16
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,1270,600,0,29688,0
2019,2211,0,0,40600,4
2019,NA,NA,NA,NA,NA
2019,2856,0,0,35440,12
2019,1125,5000,0,78000,9
2019,NA,NA,NA,NA,NA
2019,7688,2000,0,27696,3
2019,6868,0,0,50500,12
2019,NA,NA,NA,NA,NA
2019,8841,0,0,27000,11
2019,8798,0,0,23220,3
2019,NA,NA,NA,NA,NA
2019,8937,0,0,22000,15
2019,8242,8000,0,116440,14
2019,NA,NA,NA,NA,NA
2019,7617,20000,0,90000,17
2019,1305,0,0,21200,0
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,1268,0,0,133006,12
2019,1129,0,0,22200,11
2019,3624,4000,0,59000,9
2019,7220,2000,0,44300,11
2019,NA,NA,NA,NA,NA
2019,4611,0,0,51340,13
2019,7038,0,0,29000,12
2019,5051,0,0,26000,14
2019,5079,0,0,10000,13
2019,8093,3500,0,75000,12
2019,6060,0,0,98100,13
2019,4813,0,0,53000,14
2019,1178,2000,0,94600,11
2019,980,2000,0,70000,4
2019,3237,0,0,5328,6
2019,3211,0,0,31600,7
2019,3187,0,0,86484,12
2019,3213,0,0,38000,11
2019,2921,0,0,5000,12
2019,NA,NA,NA,NA,NA
2019,3392,0,0,3914,11
2019,NA,NA,NA,NA,NA
2019,3264,0,0,692,10
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,2353,0,0,84840,0
2019,1312,0,0,31150,17
2019,NA,NA,NA,NA,NA
2019,3728,0,0,35000,12
2019,NA,NA,NA,NA,NA
2019,3834,0,0,135100,17
2019,4430,0,0,8760,12
2019,4181,0,0,12000,14
2019,9106,0,0,79000,16
2019,NA,NA,NA,NA,NA
2019,1349,1200,0,47000,12
2019,2894,3000,0,14400,16
2019,3342,20000,0,29580,11
2019,5270,0,0,109454,16
2019,2179,0,0,62400,6
2019,2474,0,0,115000,17
2019,2508,0,0,64994,13
2019,2204,2000,0,83000,12
2019,2359,4000,0,38132,13
2019,2131,0,0,88000,4
2019,2476,0,0,103000,14
2019,NA,NA,NA,NA,NA
2019,7311,1400,0,49112,14
2019,9279,0,0,26000,12
2019,NA,NA,NA,NA,NA
2019,7501,20000,0,233000,16
2019,9382,6000,0,59256,16
2019,2193,0,0,14400,14
2019,2276,0,0,23000,14
2019,2032,9999998,0,29000,6
2019,2564,0,0,128188,12
2019,2892,0,0,110600,16
2019,1979,30000,0,25010,12
2019,1134,0,0,124100,9
2019,NA,NA,NA,NA,NA
2019,169,0,0,62607,10
2019,NA,NA,NA,NA,NA
2019,2670,21000,0,12000,17
2019,2891,4000,0,140000,17
2019,9332,4000,0,207415,16
2019,574,4000,0,23090,11
2019,NA,NA,NA,NA,NA
2019,959,5000,0,114006,14
2019,9148,0,0,84680,15
2019,7963,0,0,103000,11
2019,4448,0,0,62000,6
2019,7682,0,0,0,3
2019,9543,0,0,27463,12
2019,NA,NA,NA,NA,NA
2019,3226,0,0,171000,6
2019,2995,20000,0,84500,17
2019,3324,25000,0,83978,16
2019,3110,0,0,37592,12
2019,3370,350,0,7500,14
2019,3118,0,0,348075,17
2019,3117,5000,5000,350000,13
2019,3305,500,0,61000,9
2019,NA,NA,NA,NA,NA
2019,985,4000,0,137040,16
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,3720,0,0,100100,16
2019,3863,0,0,336100,16
2019,2649,0,0,3396,3
2019,9080,0,0,70013,17
2019,9481,0,0,22000,12
2019,824,0,0,133050,17
2019,NA,NA,NA,NA,NA
2019,1015,10000,0,50560,14
2019,1093,0,0,7200,12
2019,1264,0,0,15633,16
2019,423,0,0,1001,17
2019,4462,4000,0,98700,14
2019,4351,120,0,46648,99
2019,3566,0,0,25000,12
2019,2335,0,0,161500,14
2019,NA,NA,NA,NA,NA
2019,8822,0,0,125400,12
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,1340,0,0,78100,14
2019,3749,1500,0,18000,2
2019,NA,NA,NA,NA,NA
2019,3788,0,0,48000,11
2019,3533,0,0,13800,12
2019,3694,0,0,100000,13
2019,3700,100,0,42000,14
2019,3645,0,0,52000,11
2019,3634,0,0,55000,14
2019,3713,0,0,25000,12
