Year,FAMILY INTERVIEW (ID) NUMBER,AMOUNT CREDIT/STORE CARD DEBT,AMT INVESTED IN STOCKS ,TOTAL FAMILY INCOM, COMPLETED ED
2017,NA,NA,NA,NA,NA
2017,4493,8000,0,36650,16
2017,9095,5000,0,102832,14
2017,1323,0,0,11917,12
2017,1400,0,0,90581,13
2017,2310,14000,0,39518,17
2017,NA,NA,NA,NA,NA
2017,1562,0,0,8880,12
2017,1656,0,0,5016,15
2017,1326,300,0,87959,12
2017,2270,0,0,19184,13
2017,1084,0,0,800,13
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,1441,3000,0,47600,16
2017,2322,0,0,38847,12
2017,5030,600,0,60007,5
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,6900,0,0,24400,12
2017,4209,0,0,6000,12
2017,NA,NA,NA,NA,NA
2017,4100,0,0,13000,12
2017,4509,0,0,18000,12
2017,4201,0,0,1000,12
2017,4354,0,0,7000,12
2017,7542,10000,0,38760,12
2017,4275,0,0,14702,15
2017,5313,0,0,93000,12
2017,4259,0,0,77000,12
2017,6157,0,0,45000,13
2017,4510,0,0,13788,12
2017,7094,300,0,38050,16
2017,5439,0,0,17521,14
2017,4967,0,0,23000,13
2017,NA,NA,NA,NA,NA
2017,4358,0,0,24360,10
2017,7866,1600,0,83006,12
2017,7236,0,0,46868,10
2017,4521,0,0,16880,10
2017,6120,0,0,76960,10
2017,4288,0,0,54755,14
2017,6299,10000,0,123000,15
2017,5938,0,0,32000,11
2017,4629,0,0,60600,13
2017,5483,300,0,42300,12
2017,5614,28000,0,66640,12
2017,7266,0,0,31120,13
2017,6077,0,0,20000,11
2017,5468,0,0,47600,12
2017,6570,0,0,8740,13
2017,6442,0,0,24260,14
2017,8591,3000,0,86050,13
2017,4391,0,0,142620,17
2017,7694,2000,0,86947,14
2017,9142,0,0,10300,13
2017,5981,0,0,47000,12
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,8112,0,0,12050,12
2017,7622,0,0,52000,12
2017,7072,9999998,0,62500,17
2017,NA,NA,NA,NA,NA
2017,8095,2500,0,68250,16
2017,7958,0,0,500,16
2017,7264,20000,0,51502,16
2017,9516,0,0,26340,9
2017,4874,700,0,10020,11
2017,5232,0,0,14347,11
2017,7125,0,0,45208,15
2017,7228,0,0,5000,15
2017,5508,0,0,44847,15
2017,8090,0,0,33070,13
2017,6861,3000,0,37400,11
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,7531,0,0,120100,13
2017,NA,NA,NA,NA,NA
2017,5208,0,0,145000,12
2017,NA,NA,NA,NA,NA
2017,8458,0,0,140000,16
2017,4955,0,0,11403,14
2017,6328,1500,0,45000,17
2017,6574,0,0,89120,12
2017,7665,0,0,94100,12
2017,5075,0,0,28000,14
2017,6408,1000,0,66000,17
2017,9471,0,0,30000,16
2017,5180,0,0,33000,16
2017,8126,0,0,32000,15
2017,NA,NA,NA,NA,NA
2017,8169,0,0,4200,12
2017,6424,0,0,18842,13
2017,6090,9000,0,128000,12
2017,6104,4000,0,151864,17
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,5555,0,0,33000,14
2017,8410,6000,0,22000,12
2017,7573,0,0,18000,14
2017,5413,0,0,36760,16
2017,5506,0,0,28000,11
2017,6071,0,0,37700,12
2017,5949,0,0,93300,17
2017,NA,NA,NA,NA,NA
2017,6626,1200,0,28195,13
2017,NA,NA,NA,NA,NA
2017,6097,0,0,10644,15
2017,5686,4500,0,62532,14
2017,6430,0,0,16000,10
2017,5473,0,0,11301,14
2017,8047,1500,0,500,10
2017,5723,800,0,25300,17
2017,6658,0,0,17000,14
2017,5619,0,0,3580,11
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,8082,26000,0,47203,15
2017,8418,3000,0,84600,14
2017,8122,0,0,900,11
2017,6164,0,0,400,13
2017,5853,4200,0,39890,13
2017,5559,0,0,37120,16
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,927,0,0,28460,14
2017,1515,0,0,135000,12
2017,2177,0,0,48050,14
2017,1920,12000,0,28700,16
2017,NA,NA,NA,NA,NA
2017,2925,0,0,9156,13
2017,3016,0,0,32800,11
2017,3184,0,0,42150,12
2017,3240,0,0,27036,14
2017,3514,0,0,47440,11
2017,3172,0,0,8520,7
2017,3174,0,0,8000,13
2017,3188,0,0,18450,10
2017,3227,0,0,44000,11
2017,3228,0,0,1500,10
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,3525,1000,0,96047,16
2017,NA,NA,NA,NA,NA
2017,7396,10000,0,15700,14
2017,4628,0,0,20767,13
2017,7680,0,0,118000,12
2017,9356,9999999,0,75847,11
2017,8589,0,0,83500,13
2017,4315,0,0,77000,16
2017,8239,0,0,10800,12
2017,7774,0,0,60593,17
2017,4796,0,0,71680,14
2017,4942,0,0,3050,12
2017,9333,0,0,1000,14
2017,NA,NA,NA,NA,NA
2017,7711,900,0,138897,14
2017,133,800,0,12000,14
2017,536,0,0,50200,12
2017,306,0,0,35847,13
2017,4339,7000,0,123700,16
2017,7822,6000,0,150120,15
2017,5940,9999998,0,20550,12
2017,NA,NA,NA,NA,NA
2017,9482,20000,0,203010,15
2017,4800,4000,0,113100,17
2017,7139,0,0,8604,11
2017,NA,NA,NA,NA,NA
2017,7115,0,0,8512,11
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,6415,1500,0,42000,14
2017,7493,0,0,122139,13
2017,7571,0,0,31250,13
2017,6086,15000,0,79900,12
2017,7913,0,0,41521,13
2017,9494,0,0,17000,15
2017,4527,0,0,10729,15
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,5204,1400,0,250927,16
2017,5959,0,0,33501,13
2017,2364,0,0,50000,15
2017,1794,0,0,15500,10
2017,1414,0,0,932,10
2017,1654,0,0,50000,12
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,7882,0,0,50200,12
2017,7910,400,0,10050,14
2017,7466,0,0,48042,16
2017,8550,0,0,24048,15
2017,NA,NA,NA,NA,NA
2017,7145,0,0,54464,14
2017,7435,0,0,23000,13
2017,5407,0,0,36200,14
2017,5896,0,0,60775,12
2017,6628,20000,0,48100,16
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,7247,0,0,96372,14
2017,9203,0,0,15732,11
2017,7993,0,0,20688,12
2017,7688,0,0,25000,10
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,1197,0,0,27564,9
2017,1427,0,0,32276,16
2017,1336,0,0,43000,12
2017,NA,NA,NA,NA,NA
2017,1367,1000,100,49010,16
2017,NA,NA,NA,NA,NA
2017,2136,0,0,127320,16
2017,1313,4000,0,17766,9
2017,2009,0,0,19200,10
2017,1302,0,0,9036,12
2017,NA,NA,NA,NA,NA
2017,1895,0,0,9200,12
2017,NA,NA,NA,NA,NA
2017,1505,0,0,8200,12
2017,2065,0,0,10020,12
2017,NA,NA,NA,NA,NA
2017,1393,0,0,50367,11
2017,1358,15000,0,67200,9
2017,1687,0,0,97053,14
2017,NA,NA,NA,NA,NA
2017,2728,0,0,15000,11
2017,2836,0,0,34847,10
2017,NA,NA,NA,NA,NA
2017,3631,0,0,31400,12
2017,2684,0,0,58397,13
2017,2680,0,0,29043,12
2017,NA,NA,NA,NA,NA
2017,2912,0,0,48747,13
2017,3344,0,0,40000,12
2017,829,0,0,12272,12
2017,990,0,0,60000,11
2017,890,0,0,7800,11
2017,798,0,0,15793,15
2017,93,900,0,40900,12
2017,NA,NA,NA,NA,NA
2017,841,2500,0,47100,17
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,7192,1500,0,58535,11
2017,6729,0,0,4802,12
2017,6428,0,0,15668,11
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,4306,0,0,14087,12
2017,4565,0,0,18406,10
2017,7426,0,0,31743,13
2017,8054,0,0,18000,16
2017,7093,0,0,15380,16
2017,NA,NA,NA,NA,NA
2017,8955,0,0,9863,10
2017,7695,0,0,41949,12
2017,NA,NA,NA,NA,NA
2017,9233,0,0,5005,12
2017,8590,0,0,32000,14
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,1733,0,0,416710,17
2017,1782,0,0,4000,12
2017,1850,0,0,160500,17
2017,NA,NA,NA,NA,NA
2017,1657,15000,0,113150,14
2017,1054,0,0,30824,12
2017,1769,0,0,75000,12
2017,NA,NA,NA,NA,NA
2017,5641,0,0,14400,16
2017,6137,0,0,32847,12
2017,5687,0,0,24000,12
2017,6253,0,0,32820,14
2017,7470,300,0,103720,12
2017,6076,0,0,46589,13
2017,5704,0,0,57448,16
2017,6167,0,0,58050,16
2017,9542,3000,0,115506,15
2017,7487,1000,0,415620,17
2017,6866,0,0,94000,17
2017,7231,18500,0,77050,17
2017,7382,0,0,200,12
2017,8103,0,0,10150,12
2017,6789,0,0,12000,12
2017,5782,0,0,24847,16
2017,6531,0,0,88567,16
2017,7031,0,0,94450,14
2017,6958,15000,0,133100,13
2017,5796,0,0,121000,12
2017,6131,0,0,18200,13
2017,6887,0,0,12539,9
2017,6992,0,0,18436,17
2017,7479,2500,0,43020,12
2017,7276,0,0,14542,15
2017,6756,0,0,20400,12
2017,7371,0,0,59930,14
2017,3931,0,0,110931,13
2017,6965,0,0,131800,14
2017,NA,NA,NA,NA,NA
2017,7819,0,0,48120,16
2017,NA,NA,NA,NA,NA
2017,8307,0,0,12000,11
2017,3989,0,0,8904,12
2017,5298,0,0,60000,12
2017,8209,0,0,49050,15
2017,7157,7000,0,44000,12
2017,7733,0,0,45000,14
2017,6638,0,0,135500,17
2017,NA,NA,NA,NA,NA
2017,5799,0,0,128600,14
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,7226,9000,0,107050,17
2017,6378,0,0,33616,12
2017,1306,0,0,102410,15
2017,1205,9000,0,48849,12
2017,1175,15000,0,34004,12
2017,1659,0,0,55000,12
2017,1142,0,0,47500,12
2017,1578,0,0,112050,15
2017,1158,0,0,45847,12
2017,1473,0,0,13100,12
2017,NA,NA,NA,NA,NA
2017,1164,0,0,25500,12
2017,2397,0,0,13642,12
2017,2157,0,0,8000,10
2017,1028,0,0,77664,99
2017,NA,NA,NA,NA,NA
2017,2047,7000,0,132800,17
2017,1667,0,0,148615,17
2017,6780,0,0,16500,9
2017,5812,2700,0,48745,10
2017,4926,0,0,8820,14
2017,6911,0,0,18000,12
2017,4808,0,0,1500,11
2017,NA,NA,NA,NA,NA
2017,4819,0,0,8820,6
2017,6968,0,0,37050,12
2017,7839,0,0,33500,16
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,8734,5000,0,0,12
2017,NA,NA,NA,NA,NA
2017,8382,0,0,50000,11
2017,6847,5000,0,99847,13
2017,5116,0,0,28050,11
2017,1642,0,0,53047,10
2017,1875,0,0,6890,16
2017,1023,0,0,27000,12
2017,NA,NA,NA,NA,NA
2017,1880,600,0,10350,12
2017,1252,10000,0,83347,17
2017,1738,3000,0,73847,16
2017,1565,8000,0,29655,14
2017,NA,NA,NA,NA,NA
2017,1508,2000,0,42000,15
2017,2218,800,0,20309,13
2017,NA,NA,NA,NA,NA
2017,2071,0,0,56550,12
2017,1397,0,0,50000,17
2017,1443,0,0,60480,12
2017,1679,0,0,127000,14
2017,NA,NA,NA,NA,NA
2017,5899,0,0,19450,12
2017,7708,0,0,61397,17
2017,5539,0,0,22200,11
2017,NA,NA,NA,NA,NA
2017,7067,0,0,45000,14
2017,9406,0,0,39216,99
2017,NA,NA,NA,NA,NA
2017,2042,0,0,36650,15
2017,1295,5000,0,104500,13
2017,1793,0,0,145000,14
2017,2331,0,0,12200,10
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,1706,0,0,3000,14
2017,1779,0,0,50000,11
2017,1172,0,0,1200,10
2017,1797,0,0,13904,11
2017,5851,7000,0,30636,99
2017,7036,0,0,8796,12
2017,6937,0,0,20800,12
2017,7148,0,0,25000,12
2017,7176,0,0,31000,14
2017,5781,0,0,10000,12
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,7114,0,0,8820,12
2017,5605,0,0,28500,12
2017,7257,0,0,31800,12
2017,NA,NA,NA,NA,NA
2017,8349,0,0,12050,10
2017,6226,0,0,72040,11
2017,5645,0,0,29000,11
2017,6641,0,0,35000,12
2017,7858,1000,0,19250,14
2017,9464,3000,0,70000,16
2017,8960,0,0,14000,12
2017,NA,NA,NA,NA,NA
2017,7884,0,0,32000,11
2017,6695,0,0,53018,15
2017,4821,0,0,19487,10
2017,NA,NA,NA,NA,NA
2017,6342,0,0,34647,10
2017,8221,0,0,3000,10
2017,9174,0,0,39064,12
2017,6705,20000,0,46712,99
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,8582,0,0,107000,12
2017,903,0,0,38676,17
2017,7550,0,0,36276,15
2017,6037,5000,0,44000,17
2017,9045,9999999,0,52694,14
2017,3162,0,0,47000,12
2017,3531,0,0,35000,12
2017,3183,0,0,40860,12
2017,3087,0,0,103006,12
2017,NA,NA,NA,NA,NA
2017,303,0,0,31649,12
2017,764,0,0,147230,14
2017,NA,NA,NA,NA,NA
2017,282,0,0,27041,16
2017,781,0,0,29000,12
2017,834,5000,0,10900,16
2017,1104,3000,0,33625,14
2017,2199,0,0,35050,13
2017,1724,0,0,109000,14
2017,2058,0,0,25747,10
2017,2061,0,0,14100,12
2017,1858,0,0,51437,14
2017,1193,0,0,46568,10
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,1907,10000,0,8712,13
2017,1412,0,0,41538,13
2017,1354,0,0,37998,11
2017,2255,0,0,3000,10
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,505,0,0,37100,13
2017,378,0,0,51200,13
2017,630,0,0,30000,12
2017,NA,NA,NA,NA,NA
2017,718,0,0,20400,11
2017,8588,0,0,5852,11
2017,6158,0,0,50800,11
2017,8089,2000,0,24050,12
2017,5931,0,0,38050,16
2017,7620,0,0,39500,12
2017,5939,0,0,0,12
2017,7121,0,0,4000,12
2017,6145,0,0,26500,10
2017,6132,0,0,32000,16
2017,8115,0,0,25393,12
2017,6064,0,0,13050,13
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,7966,0,0,27009,13
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,6058,0,0,15900,12
2017,NA,NA,NA,NA,NA
2017,8050,0,0,33000,99
2017,6432,0,0,62100,13
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,1532,0,0,16260,10
2017,1025,700,0,52800,16
2017,1079,0,0,500,12
2017,1838,0,0,30000,12
2017,NA,NA,NA,NA,NA
2017,1897,0,0,160340,14
2017,1241,13000,0,123100,12
2017,NA,NA,NA,NA,NA
2017,4368,0,0,14448,12
2017,3825,0,0,44187,14
2017,3779,2400,0,120000,13
2017,8170,500,0,30011,14
2017,9507,0,0,37450,14
2017,3763,0,0,15000,12
2017,7052,0,0,67005,17
2017,NA,NA,NA,NA,NA
2017,5693,0,0,45040,10
2017,4154,0,0,20000,11
2017,4389,2000,0,42100,14
2017,3789,20000,0,191850,14
2017,8218,0,0,44488,9
2017,NA,NA,NA,NA,NA
2017,7007,0,0,80000,12
2017,7927,200,0,41750,16
2017,6604,0,0,59398,11
2017,5505,0,0,10188,12
2017,5461,0,0,8544,13
2017,8377,0,0,25550,12
2017,NA,NA,NA,NA,NA
2017,3492,0,0,43571,12
2017,3657,500,0,25050,16
2017,NA,NA,NA,NA,NA
2017,1204,0,0,24237,12
2017,1198,0,0,36620,13
2017,1374,0,0,49651,17
2017,2100,0,0,106072,12
2017,2081,5000,0,117419,15
2017,NA,NA,NA,NA,NA
2017,1383,0,0,50050,16
2017,2040,0,0,32000,13
2017,NA,NA,NA,NA,NA
2017,1235,0,0,32925,12
2017,1060,0,0,2391,11
2017,9304,0,0,69000,12
2017,6640,0,0,27584,14
2017,9114,7000,0,102100,17
2017,9318,0,0,68050,16
2017,9196,0,0,12000,11
2017,6170,20000,0,105000,17
2017,8184,1800,0,204000,17
2017,2038,6000,0,69800,17
2017,2419,0,0,35150,15
2017,1808,10000,0,111050,17
2017,1541,2000,0,65050,16
2017,1693,0,0,11000,15
2017,1882,0,0,48120,13
2017,2168,0,0,13050,13
2017,NA,NA,NA,NA,NA
2017,658,500,0,126000,16
2017,547,9999998,0,29928,13
2017,637,0,0,22488,12
2017,219,0,0,30514,12
2017,243,0,0,5000,15
2017,507,0,0,45000,13
2017,3632,6000,0,44744,15
2017,2832,0,0,50847,17
2017,3334,6000,0,117000,17
2017,3095,0,0,19000,16
2017,109,30000,0,48705,12
2017,218,9999999,0,91000,17
2017,153,5000,0,40500,16
2017,99,105000,0,219026,15
2017,1231,0,0,68000,14
2017,2536,0,0,54130,14
2017,NA,NA,NA,NA,NA
2017,668,0,0,8700,12
2017,560,0,0,9000,12
2017,6212,400,0,8820,8
2017,8853,0,0,34000,13
2017,5711,0,0,8760,11
2017,6456,7000,0,10400,12
2017,5999,0,0,24450,14
2017,7491,0,0,31000,16
2017,5786,0,0,40257,13
2017,5980,0,0,60350,17
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,9411,0,0,43300,12
2017,4705,0,0,13200,12
2017,NA,NA,NA,NA,NA
2017,925,0,0,6250,14
2017,179,0,0,18204,12
2017,5983,0,0,10520,10
2017,4826,0,0,18606,11
2017,6596,0,0,8736,5
2017,5004,0,0,86735,11
2017,7347,0,0,19304,11
2017,NA,NA,NA,NA,NA
2017,4324,0,0,21950,11
2017,NA,NA,NA,NA,NA
2017,8216,0,0,104222,14
2017,5078,0,0,69975,12
2017,5813,0,0,42400,14
2017,NA,NA,NA,NA,NA
2017,3299,0,0,22125,11
2017,3081,0,0,9545,11
2017,3543,0,0,70700,12
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,3005,0,0,83847,12
2017,3345,0,0,58878,10
2017,2957,0,0,47000,11
2017,3305,3900,0,42300,17
2017,3180,400,0,39040,17
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,2612,8000,0,17700,11
2017,2621,0,0,46250,12
2017,3436,0,0,38240,11
2017,3106,15000,0,75500,17
2017,2787,1200,0,39570,16
2017,2696,3000,0,79491,12
2017,NA,NA,NA,NA,NA
2017,1658,0,0,25800,12
2017,1727,0,0,9118,11
2017,1452,0,0,17000,11
2017,1926,0,0,24952,11
2017,1350,0,0,23826,13
2017,NA,NA,NA,NA,NA
2017,2275,0,0,25000,12
2017,NA,NA,NA,NA,NA
2017,2267,0,0,39080,13
2017,4159,0,0,2260,10
2017,3867,0,0,12000,12
2017,NA,NA,NA,NA,NA
2017,4076,0,0,2300,11
2017,5961,0,999999999,54500,14
2017,8908,0,0,40000,12
2017,6611,0,0,24050,13
2017,8940,0,0,58240,14
2017,5724,0,0,125000,16
2017,6874,0,0,13000,12
2017,1082,3000,0,71550,14
2017,1579,0,0,600,11
2017,1024,0,0,5100,13
2017,1107,0,0,13200,14
2017,1187,800,0,33353,14
2017,1804,0,0,8400,13
2017,1633,50,0,39840,13
2017,1026,0,0,20000,8
2017,1102,0,0,37440,10
2017,1062,0,0,33000,12
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,645,0,0,16310,11
2017,725,0,0,28000,13
2017,628,0,0,28080,12
2017,225,0,0,9300,10
2017,3919,15000,0,114348,12
2017,7008,700,0,30300,13
2017,9311,0,0,78000,15
2017,3810,0,0,15000,12
2017,9567,0,0,72000,17
2017,3965,0,0,54200,17
2017,NA,NA,NA,NA,NA
2017,6439,0,0,104010,12
2017,NA,NA,NA,NA,NA
2017,111,5000,0,26000,16
2017,89,0,0,59000,12
2017,2883,5000,0,36500,17
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,2918,0,0,39000,15
2017,3572,0,0,123490,14
2017,2922,0,0,45132,12
2017,3355,6000,0,235500,14
2017,1347,800,0,58226,17
2017,1516,0,0,15072,16
2017,1437,0,0,44600,17
2017,1182,500,0,142600,15
2017,1843,60000,0,72000,14
2017,NA,NA,NA,NA,NA
2017,1950,3000,0,22900,12
2017,NA,NA,NA,NA,NA
2017,1406,0,0,10000,12
2017,1365,0,0,68000,16
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,7070,0,0,0,15
2017,8365,600,0,45788,16
2017,NA,NA,NA,NA,NA
2017,7057,0,0,37000,12
2017,8297,0,0,36922,14
2017,NA,NA,NA,NA,NA
2017,6833,0,0,33309,12
2017,7428,0,0,17000,14
2017,8291,0,0,24960,12
2017,NA,NA,NA,NA,NA
2017,7759,0,0,18221,12
2017,8044,300,0,4698,12
2017,8594,0,0,9270,12
2017,7066,0,0,30347,11
2017,6470,0,0,44255,12
2017,9243,0,0,6650,12
2017,NA,NA,NA,NA,NA
2017,8375,20000,0,0,11
2017,8830,275,0,22400,12
2017,4438,0,0,15020,13
2017,8644,0,0,26400,99
2017,NA,NA,NA,NA,NA
2017,3766,0,0,55487,12
2017,4186,0,0,27120,12
2017,8342,0,0,152000,14
2017,5261,0,0,34000,13
2017,3981,0,0,28000,14
2017,6500,0,0,16547,15
2017,5646,1200,0,58583,13
2017,4084,0,0,37100,12
2017,5347,0,0,28250,13
2017,5888,0,0,25000,10
2017,4398,0,0,50000,13
2017,5628,0,0,13135,16
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,7304,0,0,108000,14
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,5637,0,0,12000,12
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,8862,0,0,15080,14
2017,8180,0,0,13440,11
2017,5472,1300,0,86276,16
2017,NA,NA,NA,NA,NA
2017,4805,0,0,75401,14
2017,4094,0,0,49950,11
2017,5393,0,0,40529,13
2017,4126,0,0,13466,14
2017,4198,500,0,32750,13
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,2784,0,0,33450,12
2017,2855,0,0,10374,11
2017,3216,9999998,0,6884,9
2017,3149,0,0,26527,10
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,3711,1800,0,9014,12
2017,NA,NA,NA,NA,NA
2017,6465,0,0,13680,12
2017,6282,0,0,36000,14
2017,6521,0,0,65448,13
2017,8370,0,0,46060,12
2017,6004,0,0,24000,11
2017,6315,0,0,0,11
2017,NA,NA,NA,NA,NA
2017,6934,0,0,37000,14
2017,5401,0,0,82000,15
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,6286,0,0,43000,12
2017,6542,2000,0,48000,14
2017,8567,0,0,17847,12
2017,8966,0,0,12994,11
2017,6001,0,0,12500,12
2017,5028,0,0,34506,12
2017,NA,NA,NA,NA,NA
2017,962,125,0,90826,16
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,4862,0,0,34188,13
2017,4913,0,0,14500,8
2017,5076,0,0,33072,12
2017,4856,1500,0,49897,11
2017,4866,0,0,60400,14
2017,6327,700,0,77271,12
2017,3939,0,0,22000,10
2017,6824,0,0,30000,11
2017,7568,0,0,42700,13
2017,4233,600,0,34180,14
2017,8809,0,0,118000,12
2017,6176,0,0,70050,11
2017,NA,NA,NA,NA,NA
2017,4570,0,0,4720,11
2017,5652,4000,0,105080,13
2017,9028,0,0,11000,14
2017,8213,0,0,20000,14
2017,7037,0,0,8400,12
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,6392,3000,0,80100,15
2017,7204,0,0,40000,12
2017,5769,5000,0,56347,12
2017,NA,NA,NA,NA,NA
2017,7558,0,0,21000,12
2017,7222,0,0,33000,14
2017,8098,0,0,30000,13
2017,7436,0,0,32000,12
2017,4577,0,0,4500,11
2017,5002,0,0,18467,11
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,5765,0,0,46699,16
2017,7335,0,0,22555,11
2017,8085,2500,0,81200,9
2017,NA,NA,NA,NA,NA
2017,8101,0,0,91000,13
2017,6592,700,0,84000,12
2017,8181,0,0,81214,99
2017,NA,NA,NA,NA,NA
2017,5674,10000,0,53126,12
2017,8838,0,0,28009,14
2017,5658,0,0,7500,10
2017,8925,0,0,12000,10
2017,7845,0,0,46367,11
2017,7959,0,0,31500,12
2017,7794,0,0,52700,10
2017,8827,600,0,57060,11
2017,7901,0,0,0,13
2017,8207,0,0,51647,15
2017,8749,0,0,46388,12
2017,NA,NA,NA,NA,NA
2017,7954,0,0,110000,16
2017,3985,0,0,78002,12
2017,8895,0,0,55863,12
2017,5059,0,0,53500,14
2017,5491,0,0,66000,14
2017,4341,400,0,30550,14
2017,7331,0,0,55140,14
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,1186,0,0,36767,12
2017,1036,0,0,21516,14
2017,1216,0,0,89684,10
2017,1148,0,0,16900,16
2017,2207,0,0,23847,13
2017,1215,800,0,70000,15
2017,1307,0,0,44600,11
2017,1284,0,0,20268,9
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,6087,0,0,11000,14
2017,9401,900,0,193800,16
2017,6192,1000,0,69000,12
2017,5876,0,0,15000,15
2017,4599,0,0,19631,12
2017,7251,10000,0,72000,14
2017,6284,1200,0,28900,15
2017,5450,0,0,45045,12
2017,7704,22000,0,50000,17
2017,6916,0,0,55138,17
2017,NA,NA,NA,NA,NA
2017,8858,0,0,30936,12
2017,7186,0,0,15350,13
2017,3012,0,0,11964,12
2017,3215,0,0,34800,14
2017,NA,NA,NA,NA,NA
2017,3182,0,0,39372,12
2017,3454,0,0,82000,16
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,2896,0,0,10036,13
2017,3537,0,0,26680,14
2017,3444,0,0,67776,12
2017,3003,0,0,31847,12
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,5518,4000,0,26450,14
2017,6177,11000,6000,129700,16
2017,6026,2000,0,160310,14
2017,6594,0,0,116712,12
2017,7047,0,0,42800,12
2017,7210,2000,0,98313,16
2017,6448,0,0,27421,13
2017,4839,0,0,14000,12
2017,7365,0,0,19800,14
2017,6483,0,0,20500,13
2017,NA,NA,NA,NA,NA
2017,9274,0,0,34650,13
2017,NA,NA,NA,NA,NA
2017,6220,35000,0,59104,11
